Solution,RDMnum,Realization,Year,Utility,Project
0,0,903,23,Raleigh,Reallocate Falls Lake
0,0,903,33,Durham,Western JL WTP (Large)
0,0,903,48,Raleigh,Neuse River Intake
0,0,904,16,Durham,Western JL WTP (Small)
0,0,904,23,Raleigh,Reallocate Falls Lake
0,0,904,33,Durham,Western JL WTP (Large)
0,0,904,47,Raleigh,Neuse River Intake
0,0,905,16,Durham,Western JL WTP (Small)
0,0,905,23,Raleigh,Reallocate Falls Lake
0,0,905,33,Durham,Western JL WTP (Large)
0,0,905,50,Raleigh,Neuse River Intake
0,0,906,16,Durham,Western JL WTP (Small)
0,0,906,23,Raleigh,Reallocate Falls Lake
0,0,906,33,Durham,Western JL WTP (Large)
0,0,906,48,Raleigh,Neuse River Intake
0,0,907,16,Durham,Western JL WTP (Small)
0,0,907,23,Raleigh,Reallocate Falls Lake
0,0,907,33,Durham,Western JL WTP (Large)
0,0,907,46,Raleigh,Neuse River Intake
0,0,908,16,Durham,Western JL WTP (Small)
0,0,908,23,Raleigh,Reallocate Falls Lake
0,0,908,33,Durham,Western JL WTP (Large)
0,0,908,50,Raleigh,Neuse River Intake
0,0,909,16,Durham,Western JL WTP (Small)
0,0,909,23,Raleigh,Reallocate Falls Lake
0,0,909,33,Durham,Western JL WTP (Large)
0,0,909,47,Raleigh,Neuse River Intake
0,0,910,16,Durham,Western JL WTP (Small)
0,0,910,23,Raleigh,Reallocate Falls Lake
0,0,910,33,Durham,Western JL WTP (Large)
0,0,910,47,Raleigh,Neuse River Intake
0,0,911,16,Durham,Western JL WTP (Small)
0,0,911,23,Raleigh,Reallocate Falls Lake
0,0,911,33,Durham,Western JL WTP (Large)
0,0,912,16,Durham,Western JL WTP (Small)
0,0,912,23,Raleigh,Reallocate Falls Lake
0,0,912,33,Durham,Western JL WTP (Large)
0,0,913,16,Durham,Western JL WTP (Small)
0,0,913,23,Raleigh,Reallocate Falls Lake
0,0,913,33,Durham,Western JL WTP (Large)
0,0,913,48,Raleigh,Neuse River Intake
0,0,914,16,Durham,Western JL WTP (Small)
0,0,914,21,Raleigh,Reallocate Falls Lake
0,0,914,33,Durham,Western JL WTP (Large)
0,0,914,43,Raleigh,Neuse River Intake
0,0,915,16,Durham,Western JL WTP (Small)
0,0,915,23,Raleigh,Reallocate Falls Lake
0,0,915,33,Durham,Western JL WTP (Large)
0,0,916,16,Durham,Western JL WTP (Small)
0,0,916,23,Raleigh,Reallocate Falls Lake
0,0,916,33,Durham,Western JL WTP (Large)
0,0,916,52,Raleigh,Neuse River Intake
0,0,917,16,Durham,Western JL WTP (Small)
0,0,917,21,Raleigh,Reallocate Falls Lake
0,0,917,33,Durham,Western JL WTP (Large)
0,0,917,41,Raleigh,Neuse River Intake
0,0,918,16,Durham,Western JL WTP (Small)
0,0,918,23,Raleigh,Reallocate Falls Lake
0,0,918,33,Durham,Western JL WTP (Large)
0,0,918,50,Raleigh,Neuse River Intake
0,0,919,16,Durham,Western JL WTP (Small)
0,0,919,23,Raleigh,Reallocate Falls Lake
0,0,919,33,Durham,Western JL WTP (Large)
0,0,920,16,Durham,Western JL WTP (Small)
0,0,920,21,Raleigh,Reallocate Falls Lake
0,0,920,33,Durham,Western JL WTP (Large)
0,0,920,48,Raleigh,Neuse River Intake
0,0,921,16,Durham,Western JL WTP (Small)
0,0,921,22,Raleigh,Reallocate Falls Lake
0,0,921,33,Durham,Western JL WTP (Large)
0,0,921,42,Raleigh,Neuse River Intake
0,0,922,16,Durham,Western JL WTP (Small)
0,0,922,23,Raleigh,Reallocate Falls Lake
0,0,922,33,Durham,Western JL WTP (Large)
0,0,922,50,Raleigh,Neuse River Intake
0,0,923,16,Durham,Western JL WTP (Small)
0,0,923,23,Raleigh,Reallocate Falls Lake
0,0,923,33,Durham,Western JL WTP (Large)
0,0,923,48,Raleigh,Neuse River Intake
0,0,924,16,Durham,Western JL WTP (Small)
0,0,924,23,Raleigh,Reallocate Falls Lake
0,0,924,33,Durham,Western JL WTP (Large)
0,0,925,16,Durham,Western JL WTP (Small)
0,0,925,23,Raleigh,Reallocate Falls Lake
0,0,925,33,Durham,Western JL WTP (Large)
0,0,925,48,Raleigh,Neuse River Intake
0,0,926,16,Durham,Western JL WTP (Small)
0,0,926,21,Raleigh,Reallocate Falls Lake
0,0,926,33,Durham,Western JL WTP (Large)
0,0,926,48,Raleigh,Neuse River Intake
0,0,927,16,Durham,Western JL WTP (Small)
0,0,927,23,Raleigh,Reallocate Falls Lake
0,0,927,33,Durham,Western JL WTP (Large)
0,0,927,52,Raleigh,Neuse River Intake
0,0,928,16,Durham,Western JL WTP (Small)
0,0,928,23,Raleigh,Reallocate Falls Lake
0,0,928,33,Durham,Western JL WTP (Large)
0,0,928,43,Raleigh,Neuse River Intake
0,0,929,16,Durham,Western JL WTP (Small)
0,0,929,23,Raleigh,Reallocate Falls Lake
0,0,929,33,Durham,Western JL WTP (Large)
0,0,930,16,Durham,Western JL WTP (Small)
0,0,930,23,Raleigh,Reallocate Falls Lake
0,0,930,33,Durham,Western JL WTP (Large)
0,0,930,47,Raleigh,Neuse River Intake
0,0,931,16,Durham,Western JL WTP (Small)
0,0,931,23,Raleigh,Reallocate Falls Lake
0,0,931,33,Durham,Western JL WTP (Large)
0,0,931,48,Raleigh,Neuse River Intake
0,0,932,16,Durham,Western JL WTP (Small)
0,0,932,23,Raleigh,Reallocate Falls Lake
0,0,932,33,Durham,Western JL WTP (Large)
0,0,933,16,Durham,Western JL WTP (Small)
0,0,933,23,Raleigh,Reallocate Falls Lake
0,0,933,33,Durham,Western JL WTP (Large)
0,0,933,46,Raleigh,Neuse River Intake
0,0,934,16,Durham,Western JL WTP (Small)
0,0,934,23,Raleigh,Reallocate Falls Lake
0,0,934,33,Durham,Western JL WTP (Large)
0,0,935,16,Durham,Western JL WTP (Small)
0,0,935,23,Raleigh,Reallocate Falls Lake
0,0,935,33,Durham,Western JL WTP (Large)
0,0,935,48,Raleigh,Neuse River Intake
0,0,936,16,Durham,Western JL WTP (Small)
0,0,936,23,Raleigh,Reallocate Falls Lake
0,0,936,33,Durham,Western JL WTP (Large)
0,0,936,48,Raleigh,Neuse River Intake
0,0,937,16,Durham,Western JL WTP (Small)
0,0,937,23,Raleigh,Reallocate Falls Lake
0,0,937,33,Durham,Western JL WTP (Large)
0,0,937,50,Raleigh,Neuse River Intake
0,0,938,16,Durham,Western JL WTP (Small)
0,0,938,23,Raleigh,Reallocate Falls Lake
0,0,938,33,Durham,Western JL WTP (Large)
0,0,938,48,Raleigh,Neuse River Intake
0,0,939,16,Durham,Western JL WTP (Small)
0,0,939,23,Raleigh,Reallocate Falls Lake
0,0,939,33,Durham,Western JL WTP (Large)
0,0,939,50,Raleigh,Neuse River Intake
0,0,940,16,Durham,Western JL WTP (Small)
0,0,940,23,Raleigh,Reallocate Falls Lake
0,0,940,33,Durham,Western JL WTP (Large)
0,0,940,42,Raleigh,Neuse River Intake
0,0,941,16,Durham,Western JL WTP (Small)
0,0,941,23,Raleigh,Reallocate Falls Lake
0,0,941,33,Durham,Western JL WTP (Large)
0,0,941,48,Raleigh,Neuse River Intake
0,0,942,16,Durham,Western JL WTP (Small)
0,0,942,23,Raleigh,Reallocate Falls Lake
0,0,942,33,Durham,Western JL WTP (Large)
0,0,943,16,Durham,Western JL WTP (Small)
0,0,943,21,Raleigh,Reallocate Falls Lake
0,0,943,33,Durham,Western JL WTP (Large)
0,0,943,48,Raleigh,Neuse River Intake
0,0,944,16,Durham,Western JL WTP (Small)
0,0,944,23,Raleigh,Reallocate Falls Lake
0,0,944,33,Durham,Western JL WTP (Large)
0,0,944,48,Raleigh,Neuse River Intake
0,0,945,16,Durham,Western JL WTP (Small)
0,0,945,23,Raleigh,Reallocate Falls Lake
0,0,945,33,Durham,Western JL WTP (Large)
0,0,945,49,Raleigh,Neuse River Intake
0,0,946,16,Durham,Western JL WTP (Small)
0,0,946,23,Raleigh,Reallocate Falls Lake
0,0,946,33,Durham,Western JL WTP (Large)
0,0,946,48,Raleigh,Neuse River Intake
0,0,947,16,Durham,Western JL WTP (Small)
0,0,947,23,Raleigh,Reallocate Falls Lake
0,0,947,33,Durham,Western JL WTP (Large)
0,0,947,48,Raleigh,Neuse River Intake
0,0,948,16,Durham,Western JL WTP (Small)
0,0,948,23,Raleigh,Reallocate Falls Lake
0,0,948,33,Durham,Western JL WTP (Large)
0,0,948,48,Raleigh,Neuse River Intake
0,0,949,16,Durham,Western JL WTP (Small)
0,0,949,23,Raleigh,Reallocate Falls Lake
0,0,949,33,Durham,Western JL WTP (Large)
0,0,949,48,Raleigh,Neuse River Intake
0,0,950,16,Durham,Western JL WTP (Small)
0,0,950,23,Raleigh,Reallocate Falls Lake
0,0,950,33,Durham,Western JL WTP (Large)
0,0,951,16,Durham,Western JL WTP (Small)
0,0,951,23,Raleigh,Reallocate Falls Lake
0,0,951,33,Durham,Western JL WTP (Large)
0,0,951,50,Raleigh,Neuse River Intake
0,0,952,16,Durham,Western JL WTP (Small)
0,0,952,23,Raleigh,Reallocate Falls Lake
0,0,952,33,Durham,Western JL WTP (Large)
0,0,952,49,Raleigh,Neuse River Intake
0,0,953,16,Durham,Western JL WTP (Small)
0,0,953,23,Raleigh,Reallocate Falls Lake
0,0,953,33,Durham,Western JL WTP (Large)
0,0,953,46,Raleigh,Neuse River Intake
0,0,954,16,Durham,Western JL WTP (Small)
0,0,954,23,Raleigh,Reallocate Falls Lake
0,0,954,33,Durham,Western JL WTP (Large)
0,0,954,49,Raleigh,Neuse River Intake
0,0,955,16,Durham,Western JL WTP (Small)
0,0,955,23,Raleigh,Reallocate Falls Lake
0,0,955,33,Durham,Western JL WTP (Large)
0,0,955,44,Raleigh,Neuse River Intake
0,0,956,16,Durham,Western JL WTP (Small)
0,0,956,23,Raleigh,Reallocate Falls Lake
0,0,956,33,Durham,Western JL WTP (Large)
0,0,956,48,Raleigh,Neuse River Intake
0,0,957,16,Durham,Western JL WTP (Small)
0,0,957,23,Raleigh,Reallocate Falls Lake
0,0,957,33,Durham,Western JL WTP (Large)
0,0,957,48,Raleigh,Neuse River Intake
0,0,958,16,Durham,Western JL WTP (Small)
0,0,958,23,Raleigh,Reallocate Falls Lake
0,0,958,33,Durham,Western JL WTP (Large)
0,0,958,49,Raleigh,Neuse River Intake
0,0,959,16,Durham,Western JL WTP (Small)
0,0,959,21,Raleigh,Reallocate Falls Lake
0,0,959,33,Durham,Western JL WTP (Large)
0,0,959,48,Raleigh,Neuse River Intake
0,0,960,16,Durham,Western JL WTP (Small)
0,0,960,21,Raleigh,Reallocate Falls Lake
0,0,960,33,Durham,Western JL WTP (Large)
0,0,960,48,Raleigh,Neuse River Intake
0,0,961,16,Durham,Western JL WTP (Small)
0,0,961,23,Raleigh,Reallocate Falls Lake
0,0,961,33,Durham,Western JL WTP (Large)
0,0,961,48,Raleigh,Neuse River Intake
0,0,962,16,Durham,Western JL WTP (Small)
0,0,962,23,Raleigh,Reallocate Falls Lake
0,0,962,33,Durham,Western JL WTP (Large)
0,0,962,44,Raleigh,Neuse River Intake
0,0,963,16,Durham,Western JL WTP (Small)
0,0,963,23,Raleigh,Reallocate Falls Lake
0,0,963,33,Durham,Western JL WTP (Large)
0,0,963,45,Raleigh,Neuse River Intake
0,0,964,16,Durham,Western JL WTP (Small)
0,0,964,23,Raleigh,Reallocate Falls Lake
0,0,964,33,Durham,Western JL WTP (Large)
0,0,964,48,Raleigh,Neuse River Intake
0,0,965,16,Durham,Western JL WTP (Small)
0,0,965,23,Raleigh,Reallocate Falls Lake
0,0,965,33,Durham,Western JL WTP (Large)
0,0,965,46,Raleigh,Neuse River Intake
0,0,966,16,Durham,Western JL WTP (Small)
0,0,966,17,Raleigh,Reallocate Falls Lake
0,0,966,33,Durham,Western JL WTP (Large)
0,0,966,33,Raleigh,Neuse River Intake
0,0,967,16,Durham,Western JL WTP (Small)
0,0,967,23,Raleigh,Reallocate Falls Lake
0,0,967,33,Durham,Western JL WTP (Large)
0,0,967,45,Raleigh,Neuse River Intake
0,0,968,16,Durham,Western JL WTP (Small)
0,0,968,23,Raleigh,Reallocate Falls Lake
0,0,968,33,Durham,Western JL WTP (Large)
0,0,968,44,Raleigh,Neuse River Intake
0,0,969,16,Durham,Western JL WTP (Small)
0,0,969,23,Raleigh,Reallocate Falls Lake
0,0,969,33,Durham,Western JL WTP (Large)
0,0,969,49,Raleigh,Neuse River Intake
0,0,970,16,Durham,Western JL WTP (Small)
0,0,970,23,Raleigh,Reallocate Falls Lake
0,0,970,33,Durham,Western JL WTP (Large)
0,0,970,48,Raleigh,Neuse River Intake
0,0,971,16,Durham,Western JL WTP (Small)
0,0,971,23,Raleigh,Reallocate Falls Lake
0,0,971,33,Durham,Western JL WTP (Large)
0,0,972,16,Durham,Western JL WTP (Small)
0,0,972,23,Raleigh,Reallocate Falls Lake
0,0,972,33,Durham,Western JL WTP (Large)
0,0,972,48,Raleigh,Neuse River Intake
0,0,973,16,Durham,Western JL WTP (Small)
0,0,973,23,Raleigh,Reallocate Falls Lake
0,0,973,33,Durham,Western JL WTP (Large)
0,0,973,48,Raleigh,Neuse River Intake
0,0,974,16,Durham,Western JL WTP (Small)
0,0,974,21,Raleigh,Reallocate Falls Lake
0,0,974,33,Durham,Western JL WTP (Large)
0,0,974,48,Raleigh,Neuse River Intake
0,0,975,16,Durham,Western JL WTP (Small)
0,0,975,23,Raleigh,Reallocate Falls Lake
0,0,975,33,Durham,Western JL WTP (Large)
0,0,975,48,Raleigh,Neuse River Intake
0,0,976,16,Durham,Western JL WTP (Small)
0,0,976,23,Raleigh,Reallocate Falls Lake
0,0,976,33,Durham,Western JL WTP (Large)
0,0,976,40,Raleigh,Neuse River Intake
0,0,977,16,Durham,Western JL WTP (Small)
0,0,977,23,Raleigh,Reallocate Falls Lake
0,0,977,33,Durham,Western JL WTP (Large)
0,0,977,48,Raleigh,Neuse River Intake
0,0,978,16,Durham,Western JL WTP (Small)
0,0,978,23,Raleigh,Reallocate Falls Lake
0,0,978,33,Durham,Western JL WTP (Large)
0,0,978,43,Raleigh,Neuse River Intake
0,0,979,16,Durham,Western JL WTP (Small)
0,0,979,23,Raleigh,Reallocate Falls Lake
0,0,979,33,Durham,Western JL WTP (Large)
0,0,979,48,Raleigh,Neuse River Intake
0,0,980,16,Durham,Western JL WTP (Small)
0,0,980,21,Raleigh,Reallocate Falls Lake
0,0,980,33,Durham,Western JL WTP (Large)
0,0,980,45,Raleigh,Neuse River Intake
0,0,981,16,Durham,Western JL WTP (Small)
0,0,981,23,Raleigh,Reallocate Falls Lake
0,0,981,33,Durham,Western JL WTP (Large)
0,0,981,48,Raleigh,Neuse River Intake
0,0,982,16,Durham,Western JL WTP (Small)
0,0,982,23,Raleigh,Reallocate Falls Lake
0,0,982,33,Durham,Western JL WTP (Large)
0,0,982,46,Raleigh,Neuse River Intake
0,0,983,16,Durham,Western JL WTP (Small)
0,0,983,23,Raleigh,Reallocate Falls Lake
0,0,983,33,Durham,Western JL WTP (Large)
0,0,984,16,Durham,Western JL WTP (Small)
0,0,984,23,Raleigh,Reallocate Falls Lake
0,0,984,33,Durham,Western JL WTP (Large)
0,0,984,46,Raleigh,Neuse River Intake
0,0,985,16,Durham,Western JL WTP (Small)
0,0,985,23,Raleigh,Reallocate Falls Lake
0,0,985,33,Durham,Western JL WTP (Large)
0,0,985,48,Raleigh,Neuse River Intake
0,0,986,16,Durham,Western JL WTP (Small)
0,0,986,23,Raleigh,Reallocate Falls Lake
0,0,986,33,Durham,Western JL WTP (Large)
0,0,986,48,Raleigh,Neuse River Intake
0,0,987,16,Durham,Western JL WTP (Small)
0,0,987,20,Raleigh,Reallocate Falls Lake
0,0,987,33,Durham,Western JL WTP (Large)
0,0,987,38,Raleigh,Neuse River Intake
0,0,988,16,Durham,Western JL WTP (Small)
0,0,988,23,Raleigh,Reallocate Falls Lake
0,0,988,33,Durham,Western JL WTP (Large)
0,0,989,16,Durham,Western JL WTP (Small)
0,0,989,23,Raleigh,Reallocate Falls Lake
0,0,989,33,Durham,Western JL WTP (Large)
0,0,989,48,Raleigh,Neuse River Intake
0,0,990,16,Durham,Western JL WTP (Small)
0,0,990,23,Raleigh,Reallocate Falls Lake
0,0,990,33,Durham,Western JL WTP (Large)
0,0,990,48,Raleigh,Neuse River Intake
0,0,991,16,Durham,Western JL WTP (Small)
0,0,991,23,Raleigh,Reallocate Falls Lake
0,0,991,33,Durham,Western JL WTP (Large)
0,0,991,50,Raleigh,Neuse River Intake
0,0,992,16,Durham,Western JL WTP (Small)
0,0,992,23,Raleigh,Reallocate Falls Lake
0,0,992,33,Durham,Western JL WTP (Large)
0,0,992,48,Raleigh,Neuse River Intake
0,0,993,16,Durham,Western JL WTP (Small)
0,0,993,23,Raleigh,Reallocate Falls Lake
0,0,993,33,Durham,Western JL WTP (Large)
0,0,993,48,Raleigh,Neuse River Intake
0,0,994,16,Durham,Western JL WTP (Small)
0,0,994,23,Raleigh,Reallocate Falls Lake
0,0,994,33,Durham,Western JL WTP (Large)
0,0,994,47,Raleigh,Neuse River Intake
0,0,995,16,Durham,Western JL WTP (Small)
0,0,995,21,Raleigh,Reallocate Falls Lake
0,0,995,33,Durham,Western JL WTP (Large)
0,0,995,48,Raleigh,Neuse River Intake
0,0,996,16,Durham,Western JL WTP (Small)
0,0,996,23,Raleigh,Reallocate Falls Lake
0,0,996,33,Durham,Western JL WTP (Large)
0,0,996,50,Raleigh,Neuse River Intake
0,0,997,16,Durham,Western JL WTP (Small)
0,0,997,23,Raleigh,Reallocate Falls Lake
0,0,997,33,Durham,Western JL WTP (Large)
0,0,997,46,Raleigh,Neuse River Intake
0,0,998,16,Durham,Western JL WTP (Small)
0,0,998,21,Raleigh,Reallocate Falls Lake
0,0,998,33,Durham,Western JL WTP (Large)
0,0,998,38,Raleigh,Neuse River Intake
0,0,999,16,Durham,Western JL WTP (Small)
0,0,999,23,Raleigh,Reallocate Falls Lake
0,0,999,33,Durham,Western JL WTP (Large)
0,0,999,44,Raleigh,Neuse River Intake
