Solution,RDMnum,Realization,Year,Utility,Project
0,0,449,16,Durham,Western JL WTP (Small)
0,0,449,23,Raleigh,Reallocate Falls Lake
0,0,449,33,Durham,Western JL WTP (Large)
0,0,450,16,Durham,Western JL WTP (Small)
0,0,450,21,Raleigh,Reallocate Falls Lake
0,0,450,33,Durham,Western JL WTP (Large)
0,0,450,45,Raleigh,Neuse River Intake
0,0,451,16,Durham,Western JL WTP (Small)
0,0,451,23,Raleigh,Reallocate Falls Lake
0,0,451,33,Durham,Western JL WTP (Large)
0,0,452,16,Durham,Western JL WTP (Small)
0,0,452,23,Raleigh,Reallocate Falls Lake
0,0,452,33,Durham,Western JL WTP (Large)
0,0,452,43,Raleigh,Neuse River Intake
0,0,453,16,Durham,Western JL WTP (Small)
0,0,453,23,Raleigh,Reallocate Falls Lake
0,0,453,33,Durham,Western JL WTP (Large)
0,0,454,16,Durham,Western JL WTP (Small)
0,0,454,23,Raleigh,Reallocate Falls Lake
0,0,454,33,Durham,Western JL WTP (Large)
0,0,454,49,Raleigh,Neuse River Intake
0,0,455,16,Durham,Western JL WTP (Small)
0,0,455,23,Raleigh,Reallocate Falls Lake
0,0,455,33,Durham,Western JL WTP (Large)
0,0,455,48,Raleigh,Neuse River Intake
0,0,456,16,Durham,Western JL WTP (Small)
0,0,456,23,Raleigh,Reallocate Falls Lake
0,0,456,33,Durham,Western JL WTP (Large)
0,0,456,47,Raleigh,Neuse River Intake
0,0,457,16,Durham,Western JL WTP (Small)
0,0,457,23,Raleigh,Reallocate Falls Lake
0,0,457,33,Durham,Western JL WTP (Large)
0,0,457,44,Raleigh,Neuse River Intake
0,0,458,16,Durham,Western JL WTP (Small)
0,0,458,21,Raleigh,Reallocate Falls Lake
0,0,458,33,Durham,Western JL WTP (Large)
0,0,458,48,Raleigh,Neuse River Intake
0,0,459,16,Durham,Western JL WTP (Small)
0,0,459,22,Raleigh,Reallocate Falls Lake
0,0,459,33,Durham,Western JL WTP (Large)
0,0,459,41,Raleigh,Neuse River Intake
0,0,460,16,Durham,Western JL WTP (Small)
0,0,460,23,Raleigh,Reallocate Falls Lake
0,0,460,33,Durham,Western JL WTP (Large)
0,0,460,49,Raleigh,Neuse River Intake
0,0,461,16,Durham,Western JL WTP (Small)
0,0,461,23,Raleigh,Reallocate Falls Lake
0,0,461,33,Durham,Western JL WTP (Large)
0,0,461,48,Raleigh,Neuse River Intake
0,0,462,16,Durham,Western JL WTP (Small)
0,0,462,23,Raleigh,Reallocate Falls Lake
0,0,462,33,Durham,Western JL WTP (Large)
0,0,463,16,Durham,Western JL WTP (Small)
0,0,463,21,Raleigh,Reallocate Falls Lake
0,0,463,33,Durham,Western JL WTP (Large)
0,0,463,39,Raleigh,Neuse River Intake
0,0,464,16,Durham,Western JL WTP (Small)
0,0,464,23,Raleigh,Reallocate Falls Lake
0,0,464,33,Durham,Western JL WTP (Large)
0,0,464,46,Raleigh,Neuse River Intake
0,0,465,16,Durham,Western JL WTP (Small)
0,0,465,22,Raleigh,Reallocate Falls Lake
0,0,465,33,Durham,Western JL WTP (Large)
0,0,465,42,Raleigh,Neuse River Intake
0,0,466,16,Durham,Western JL WTP (Small)
0,0,466,23,Raleigh,Reallocate Falls Lake
0,0,466,33,Durham,Western JL WTP (Large)
0,0,466,43,Raleigh,Neuse River Intake
0,0,467,16,Durham,Western JL WTP (Small)
0,0,467,21,Raleigh,Reallocate Falls Lake
0,0,467,33,Durham,Western JL WTP (Large)
0,0,467,48,Raleigh,Neuse River Intake
0,0,468,16,Durham,Western JL WTP (Small)
0,0,468,23,Raleigh,Reallocate Falls Lake
0,0,468,33,Durham,Western JL WTP (Large)
0,0,469,16,Durham,Western JL WTP (Small)
0,0,469,23,Raleigh,Reallocate Falls Lake
0,0,469,33,Durham,Western JL WTP (Large)
0,0,469,48,Raleigh,Neuse River Intake
0,0,470,16,Durham,Western JL WTP (Small)
0,0,470,23,Raleigh,Reallocate Falls Lake
0,0,470,33,Durham,Western JL WTP (Large)
0,0,470,45,Raleigh,Neuse River Intake
0,0,471,16,Durham,Western JL WTP (Small)
0,0,471,23,Raleigh,Reallocate Falls Lake
0,0,471,33,Durham,Western JL WTP (Large)
0,0,472,16,Durham,Western JL WTP (Small)
0,0,472,23,Raleigh,Reallocate Falls Lake
0,0,472,33,Durham,Western JL WTP (Large)
0,0,472,49,Raleigh,Neuse River Intake
0,0,473,16,Durham,Western JL WTP (Small)
0,0,473,23,Raleigh,Reallocate Falls Lake
0,0,473,33,Durham,Western JL WTP (Large)
0,0,474,16,Durham,Western JL WTP (Small)
0,0,474,23,Raleigh,Reallocate Falls Lake
0,0,474,33,Durham,Western JL WTP (Large)
0,0,474,48,Raleigh,Neuse River Intake
0,0,475,16,Durham,Western JL WTP (Small)
0,0,475,23,Raleigh,Reallocate Falls Lake
0,0,475,33,Durham,Western JL WTP (Large)
0,0,475,48,Raleigh,Neuse River Intake
0,0,476,16,Durham,Western JL WTP (Small)
0,0,476,23,Raleigh,Reallocate Falls Lake
0,0,476,33,Durham,Western JL WTP (Large)
0,0,477,16,Durham,Western JL WTP (Small)
0,0,477,23,Raleigh,Reallocate Falls Lake
0,0,477,33,Durham,Western JL WTP (Large)
0,0,477,48,Raleigh,Neuse River Intake
0,0,478,16,Durham,Western JL WTP (Small)
0,0,478,21,Raleigh,Reallocate Falls Lake
0,0,478,33,Durham,Western JL WTP (Large)
0,0,478,48,Raleigh,Neuse River Intake
0,0,479,16,Durham,Western JL WTP (Small)
0,0,479,21,Raleigh,Reallocate Falls Lake
0,0,479,33,Durham,Western JL WTP (Large)
0,0,479,40,Raleigh,Neuse River Intake
0,0,480,16,Durham,Western JL WTP (Small)
0,0,480,23,Raleigh,Reallocate Falls Lake
0,0,480,33,Durham,Western JL WTP (Large)
0,0,480,48,Raleigh,Neuse River Intake
0,0,481,16,Durham,Western JL WTP (Small)
0,0,481,23,Raleigh,Reallocate Falls Lake
0,0,481,33,Durham,Western JL WTP (Large)
0,0,481,44,Raleigh,Neuse River Intake
0,0,482,16,Durham,Western JL WTP (Small)
0,0,482,23,Raleigh,Reallocate Falls Lake
0,0,482,33,Durham,Western JL WTP (Large)
0,0,482,48,Raleigh,Neuse River Intake
0,0,483,16,Durham,Western JL WTP (Small)
0,0,483,23,Raleigh,Reallocate Falls Lake
0,0,483,33,Durham,Western JL WTP (Large)
0,0,483,48,Raleigh,Neuse River Intake
0,0,484,16,Durham,Western JL WTP (Small)
0,0,484,23,Raleigh,Reallocate Falls Lake
0,0,484,33,Durham,Western JL WTP (Large)
0,0,485,16,Durham,Western JL WTP (Small)
0,0,485,23,Raleigh,Reallocate Falls Lake
0,0,485,33,Durham,Western JL WTP (Large)
0,0,485,48,Raleigh,Neuse River Intake
0,0,486,16,Durham,Western JL WTP (Small)
0,0,486,23,Raleigh,Reallocate Falls Lake
0,0,486,33,Durham,Western JL WTP (Large)
0,0,486,48,Raleigh,Neuse River Intake
0,0,487,16,Durham,Western JL WTP (Small)
0,0,487,23,Raleigh,Reallocate Falls Lake
0,0,487,33,Durham,Western JL WTP (Large)
0,0,487,49,Raleigh,Neuse River Intake
0,0,488,16,Durham,Western JL WTP (Small)
0,0,488,23,Raleigh,Reallocate Falls Lake
0,0,488,33,Durham,Western JL WTP (Large)
0,0,488,48,Raleigh,Neuse River Intake
0,0,489,16,Durham,Western JL WTP (Small)
0,0,489,23,Raleigh,Reallocate Falls Lake
0,0,489,33,Durham,Western JL WTP (Large)
0,0,489,52,Raleigh,Neuse River Intake
0,0,490,16,Durham,Western JL WTP (Small)
0,0,490,23,Raleigh,Reallocate Falls Lake
0,0,490,33,Durham,Western JL WTP (Large)
0,0,490,50,Raleigh,Neuse River Intake
0,0,491,16,Durham,Western JL WTP (Small)
0,0,491,23,Raleigh,Reallocate Falls Lake
0,0,491,33,Durham,Western JL WTP (Large)
0,0,491,45,Raleigh,Neuse River Intake
0,0,492,16,Durham,Western JL WTP (Small)
0,0,492,23,Raleigh,Reallocate Falls Lake
0,0,492,33,Durham,Western JL WTP (Large)
0,0,493,16,Durham,Western JL WTP (Small)
0,0,493,23,Raleigh,Reallocate Falls Lake
0,0,493,33,Durham,Western JL WTP (Large)
0,0,494,16,Durham,Western JL WTP (Small)
0,0,494,23,Raleigh,Reallocate Falls Lake
0,0,494,33,Durham,Western JL WTP (Large)
0,0,494,45,Raleigh,Neuse River Intake
0,0,495,16,Durham,Western JL WTP (Small)
0,0,495,23,Raleigh,Reallocate Falls Lake
0,0,495,33,Durham,Western JL WTP (Large)
0,0,495,48,Raleigh,Neuse River Intake
0,0,496,16,Durham,Western JL WTP (Small)
0,0,496,23,Raleigh,Reallocate Falls Lake
0,0,496,33,Durham,Western JL WTP (Large)
0,0,497,16,Durham,Western JL WTP (Small)
0,0,497,23,Raleigh,Reallocate Falls Lake
0,0,497,33,Durham,Western JL WTP (Large)
0,0,497,48,Raleigh,Neuse River Intake
0,0,498,16,Durham,Western JL WTP (Small)
0,0,498,23,Raleigh,Reallocate Falls Lake
0,0,498,33,Durham,Western JL WTP (Large)
0,0,498,48,Raleigh,Neuse River Intake
0,0,499,16,Durham,Western JL WTP (Small)
0,0,499,23,Raleigh,Reallocate Falls Lake
0,0,499,33,Durham,Western JL WTP (Large)
0,0,499,48,Raleigh,Neuse River Intake
0,0,500,16,Durham,Western JL WTP (Small)
0,0,500,23,Raleigh,Reallocate Falls Lake
0,0,500,33,Durham,Western JL WTP (Large)
0,0,500,48,Raleigh,Neuse River Intake
0,0,501,16,Durham,Western JL WTP (Small)
0,0,501,23,Raleigh,Reallocate Falls Lake
0,0,501,33,Durham,Western JL WTP (Large)
0,0,501,45,Raleigh,Neuse River Intake
0,0,502,16,Durham,Western JL WTP (Small)
0,0,502,23,Raleigh,Reallocate Falls Lake
0,0,502,33,Durham,Western JL WTP (Large)
0,0,503,16,Durham,Western JL WTP (Small)
0,0,503,21,Raleigh,Reallocate Falls Lake
0,0,503,33,Durham,Western JL WTP (Large)
0,0,503,42,Raleigh,Neuse River Intake
0,0,504,16,Durham,Western JL WTP (Small)
0,0,504,23,Raleigh,Reallocate Falls Lake
0,0,504,33,Durham,Western JL WTP (Large)
0,0,504,48,Raleigh,Neuse River Intake
0,0,505,16,Durham,Western JL WTP (Small)
0,0,505,23,Raleigh,Reallocate Falls Lake
0,0,505,33,Durham,Western JL WTP (Large)
0,0,506,16,Durham,Western JL WTP (Small)
0,0,506,23,Raleigh,Reallocate Falls Lake
0,0,506,33,Durham,Western JL WTP (Large)
0,0,506,48,Raleigh,Neuse River Intake
0,0,507,16,Durham,Western JL WTP (Small)
0,0,507,23,Raleigh,Reallocate Falls Lake
0,0,507,33,Durham,Western JL WTP (Large)
0,0,507,48,Raleigh,Neuse River Intake
0,0,508,16,Durham,Western JL WTP (Small)
0,0,508,23,Raleigh,Reallocate Falls Lake
0,0,508,33,Durham,Western JL WTP (Large)
0,0,508,48,Raleigh,Neuse River Intake
0,0,509,16,Durham,Western JL WTP (Small)
0,0,509,22,Raleigh,Reallocate Falls Lake
0,0,509,33,Durham,Western JL WTP (Large)
0,0,509,39,Raleigh,Neuse River Intake
0,0,510,16,Durham,Western JL WTP (Small)
0,0,510,21,Raleigh,Reallocate Falls Lake
0,0,510,33,Durham,Western JL WTP (Large)
0,0,510,39,Raleigh,Neuse River Intake
0,0,511,16,Durham,Western JL WTP (Small)
0,0,511,21,Raleigh,Reallocate Falls Lake
0,0,511,33,Durham,Western JL WTP (Large)
0,0,511,48,Raleigh,Neuse River Intake
0,0,512,16,Durham,Western JL WTP (Small)
0,0,512,23,Raleigh,Reallocate Falls Lake
0,0,512,33,Durham,Western JL WTP (Large)
0,0,512,48,Raleigh,Neuse River Intake
0,0,513,16,Durham,Western JL WTP (Small)
0,0,513,23,Raleigh,Reallocate Falls Lake
0,0,513,33,Durham,Western JL WTP (Large)
0,0,513,48,Raleigh,Neuse River Intake
0,0,514,16,Durham,Western JL WTP (Small)
0,0,514,23,Raleigh,Reallocate Falls Lake
0,0,514,33,Durham,Western JL WTP (Large)
0,0,514,48,Raleigh,Neuse River Intake
0,0,515,16,Durham,Western JL WTP (Small)
0,0,515,21,Raleigh,Reallocate Falls Lake
0,0,515,33,Durham,Western JL WTP (Large)
0,0,515,48,Raleigh,Neuse River Intake
0,0,516,16,Durham,Western JL WTP (Small)
0,0,516,23,Raleigh,Reallocate Falls Lake
0,0,516,33,Durham,Western JL WTP (Large)
0,0,516,46,Raleigh,Neuse River Intake
0,0,517,16,Durham,Western JL WTP (Small)
0,0,517,23,Raleigh,Reallocate Falls Lake
0,0,517,33,Durham,Western JL WTP (Large)
0,0,517,48,Raleigh,Neuse River Intake
0,0,518,16,Durham,Western JL WTP (Small)
0,0,518,23,Raleigh,Reallocate Falls Lake
0,0,518,33,Durham,Western JL WTP (Large)
0,0,519,16,Durham,Western JL WTP (Small)
0,0,519,22,Raleigh,Reallocate Falls Lake
0,0,519,33,Durham,Western JL WTP (Large)
0,0,519,48,Raleigh,Neuse River Intake
0,0,520,16,Durham,Western JL WTP (Small)
0,0,520,23,Raleigh,Reallocate Falls Lake
0,0,520,33,Durham,Western JL WTP (Large)
0,0,520,43,Raleigh,Neuse River Intake
0,0,521,16,Durham,Western JL WTP (Small)
0,0,521,22,Raleigh,Reallocate Falls Lake
0,0,521,33,Durham,Western JL WTP (Large)
0,0,521,48,Raleigh,Neuse River Intake
0,0,522,16,Durham,Western JL WTP (Small)
0,0,522,22,Raleigh,Reallocate Falls Lake
0,0,522,33,Durham,Western JL WTP (Large)
0,0,522,43,Raleigh,Neuse River Intake
0,0,523,16,Durham,Western JL WTP (Small)
0,0,523,23,Raleigh,Reallocate Falls Lake
0,0,523,33,Durham,Western JL WTP (Large)
0,0,523,48,Raleigh,Neuse River Intake
0,0,524,16,Durham,Western JL WTP (Small)
0,0,524,23,Raleigh,Reallocate Falls Lake
0,0,524,33,Durham,Western JL WTP (Large)
0,0,524,48,Raleigh,Neuse River Intake
0,0,525,16,Durham,Western JL WTP (Small)
0,0,525,21,Raleigh,Reallocate Falls Lake
0,0,525,33,Durham,Western JL WTP (Large)
0,0,525,48,Raleigh,Neuse River Intake
0,0,526,16,Durham,Western JL WTP (Small)
0,0,526,23,Raleigh,Reallocate Falls Lake
0,0,526,33,Durham,Western JL WTP (Large)
0,0,527,16,Durham,Western JL WTP (Small)
0,0,527,23,Raleigh,Reallocate Falls Lake
0,0,527,33,Durham,Western JL WTP (Large)
0,0,528,16,Durham,Western JL WTP (Small)
0,0,528,23,Raleigh,Reallocate Falls Lake
0,0,528,33,Durham,Western JL WTP (Large)
0,0,529,16,Durham,Western JL WTP (Small)
0,0,529,23,Raleigh,Reallocate Falls Lake
0,0,529,33,Durham,Western JL WTP (Large)
0,0,529,48,Raleigh,Neuse River Intake
0,0,530,16,Durham,Western JL WTP (Small)
0,0,530,23,Raleigh,Reallocate Falls Lake
0,0,530,33,Durham,Western JL WTP (Large)
0,0,530,49,Raleigh,Neuse River Intake
0,0,531,16,Durham,Western JL WTP (Small)
0,0,531,23,Raleigh,Reallocate Falls Lake
0,0,531,33,Durham,Western JL WTP (Large)
0,0,532,16,Durham,Western JL WTP (Small)
0,0,532,23,Raleigh,Reallocate Falls Lake
0,0,532,33,Durham,Western JL WTP (Large)
0,0,532,48,Raleigh,Neuse River Intake
0,0,533,16,Durham,Western JL WTP (Small)
0,0,533,23,Raleigh,Reallocate Falls Lake
0,0,533,33,Durham,Western JL WTP (Large)
0,0,533,47,Raleigh,Neuse River Intake
0,0,534,16,Durham,Western JL WTP (Small)
0,0,534,23,Raleigh,Reallocate Falls Lake
0,0,534,33,Durham,Western JL WTP (Large)
0,0,535,16,Durham,Western JL WTP (Small)
0,0,535,23,Raleigh,Reallocate Falls Lake
0,0,535,33,Durham,Western JL WTP (Large)
0,0,535,48,Raleigh,Neuse River Intake
0,0,536,16,Durham,Western JL WTP (Small)
0,0,536,23,Raleigh,Reallocate Falls Lake
0,0,536,33,Durham,Western JL WTP (Large)
0,0,536,48,Raleigh,Neuse River Intake
0,0,537,16,Durham,Western JL WTP (Small)
0,0,537,23,Raleigh,Reallocate Falls Lake
0,0,537,33,Durham,Western JL WTP (Large)
0,0,537,48,Raleigh,Neuse River Intake
0,0,538,16,Durham,Western JL WTP (Small)
0,0,538,23,Raleigh,Reallocate Falls Lake
0,0,538,33,Durham,Western JL WTP (Large)
0,0,538,48,Raleigh,Neuse River Intake
0,0,539,16,Durham,Western JL WTP (Small)
0,0,539,23,Raleigh,Reallocate Falls Lake
0,0,539,33,Durham,Western JL WTP (Large)
0,0,539,45,Raleigh,Neuse River Intake
0,0,540,16,Durham,Western JL WTP (Small)
0,0,540,23,Raleigh,Reallocate Falls Lake
0,0,540,33,Durham,Western JL WTP (Large)
0,0,541,16,Durham,Western JL WTP (Small)
0,0,541,21,Raleigh,Reallocate Falls Lake
0,0,541,33,Durham,Western JL WTP (Large)
0,0,541,48,Raleigh,Neuse River Intake
0,0,542,16,Durham,Western JL WTP (Small)
0,0,542,23,Raleigh,Reallocate Falls Lake
0,0,542,33,Durham,Western JL WTP (Large)
0,0,543,16,Durham,Western JL WTP (Small)
0,0,543,23,Raleigh,Reallocate Falls Lake
0,0,543,33,Durham,Western JL WTP (Large)
0,0,544,16,Durham,Western JL WTP (Small)
0,0,544,23,Raleigh,Reallocate Falls Lake
0,0,544,33,Durham,Western JL WTP (Large)
0,0,544,50,Raleigh,Neuse River Intake
0,0,545,16,Durham,Western JL WTP (Small)
0,0,545,23,Raleigh,Reallocate Falls Lake
0,0,545,33,Durham,Western JL WTP (Large)
0,0,545,48,Raleigh,Neuse River Intake
0,0,546,16,Durham,Western JL WTP (Small)
0,0,546,23,Raleigh,Reallocate Falls Lake
0,0,546,33,Durham,Western JL WTP (Large)
0,0,546,50,Raleigh,Neuse River Intake
0,0,547,16,Durham,Western JL WTP (Small)
0,0,547,21,Raleigh,Reallocate Falls Lake
0,0,547,33,Durham,Western JL WTP (Large)
0,0,547,44,Raleigh,Neuse River Intake
0,0,548,16,Durham,Western JL WTP (Small)
0,0,548,23,Raleigh,Reallocate Falls Lake
0,0,548,33,Durham,Western JL WTP (Large)
0,0,549,16,Durham,Western JL WTP (Small)
0,0,549,23,Raleigh,Reallocate Falls Lake
0,0,549,33,Durham,Western JL WTP (Large)
0,0,549,47,Raleigh,Neuse River Intake
0,0,550,16,Durham,Western JL WTP (Small)
0,0,550,23,Raleigh,Reallocate Falls Lake
0,0,550,33,Durham,Western JL WTP (Large)
0,0,550,48,Raleigh,Neuse River Intake
0,0,551,16,Durham,Western JL WTP (Small)
0,0,551,21,Raleigh,Reallocate Falls Lake
0,0,551,33,Durham,Western JL WTP (Large)
0,0,551,39,Raleigh,Neuse River Intake
0,0,552,16,Durham,Western JL WTP (Small)
0,0,552,23,Raleigh,Reallocate Falls Lake
0,0,552,33,Durham,Western JL WTP (Large)
0,0,553,16,Durham,Western JL WTP (Small)
0,0,553,23,Raleigh,Reallocate Falls Lake
0,0,553,33,Durham,Western JL WTP (Large)
0,0,553,48,Raleigh,Neuse River Intake
0,0,554,16,Durham,Western JL WTP (Small)
0,0,554,23,Raleigh,Reallocate Falls Lake
0,0,554,33,Durham,Western JL WTP (Large)
0,0,554,50,Raleigh,Neuse River Intake
0,0,555,16,Durham,Western JL WTP (Small)
0,0,555,23,Raleigh,Reallocate Falls Lake
0,0,555,33,Durham,Western JL WTP (Large)
0,0,555,52,Raleigh,Neuse River Intake
0,0,556,16,Durham,Western JL WTP (Small)
0,0,556,23,Raleigh,Reallocate Falls Lake
0,0,556,33,Durham,Western JL WTP (Large)
0,0,557,16,Durham,Western JL WTP (Small)
0,0,557,23,Raleigh,Reallocate Falls Lake
0,0,557,33,Durham,Western JL WTP (Large)
0,0,558,16,Durham,Western JL WTP (Small)
0,0,558,23,Raleigh,Reallocate Falls Lake
0,0,558,33,Durham,Western JL WTP (Large)
0,0,558,48,Raleigh,Neuse River Intake
0,0,559,16,Durham,Western JL WTP (Small)
0,0,559,21,Raleigh,Reallocate Falls Lake
0,0,559,33,Durham,Western JL WTP (Large)
0,0,559,48,Raleigh,Neuse River Intake
0,0,560,16,Durham,Western JL WTP (Small)
0,0,560,23,Raleigh,Reallocate Falls Lake
0,0,560,33,Durham,Western JL WTP (Large)
0,0,560,48,Raleigh,Neuse River Intake
0,0,561,16,Durham,Western JL WTP (Small)
0,0,561,23,Raleigh,Reallocate Falls Lake
0,0,561,33,Durham,Western JL WTP (Large)
0,0,561,42,Raleigh,Neuse River Intake
0,0,562,16,Durham,Western JL WTP (Small)
0,0,562,23,Raleigh,Reallocate Falls Lake
0,0,562,33,Durham,Western JL WTP (Large)
0,0,562,49,Raleigh,Neuse River Intake
0,0,563,16,Durham,Western JL WTP (Small)
0,0,563,23,Raleigh,Reallocate Falls Lake
0,0,563,33,Durham,Western JL WTP (Large)
0,0,563,48,Raleigh,Neuse River Intake
0,0,564,16,Durham,Western JL WTP (Small)
0,0,564,23,Raleigh,Reallocate Falls Lake
0,0,564,33,Durham,Western JL WTP (Large)
0,0,565,16,Durham,Western JL WTP (Small)
0,0,565,23,Raleigh,Reallocate Falls Lake
0,0,565,33,Durham,Western JL WTP (Large)
0,0,566,16,Durham,Western JL WTP (Small)
0,0,566,23,Raleigh,Reallocate Falls Lake
0,0,566,33,Durham,Western JL WTP (Large)
0,0,567,16,Durham,Western JL WTP (Small)
0,0,567,20,Raleigh,Reallocate Falls Lake
0,0,567,33,Durham,Western JL WTP (Large)
0,0,567,38,Raleigh,Neuse River Intake
0,0,568,16,Durham,Western JL WTP (Small)
0,0,568,23,Raleigh,Reallocate Falls Lake
0,0,568,33,Durham,Western JL WTP (Large)
0,0,569,16,Durham,Western JL WTP (Small)
0,0,569,23,Raleigh,Reallocate Falls Lake
0,0,569,33,Durham,Western JL WTP (Large)
0,0,569,48,Raleigh,Neuse River Intake
0,0,570,16,Durham,Western JL WTP (Small)
0,0,570,23,Raleigh,Reallocate Falls Lake
0,0,570,33,Durham,Western JL WTP (Large)
0,0,571,16,Durham,Western JL WTP (Small)
0,0,571,23,Raleigh,Reallocate Falls Lake
0,0,571,33,Durham,Western JL WTP (Large)
0,0,571,45,Raleigh,Neuse River Intake
0,0,572,16,Durham,Western JL WTP (Small)
0,0,572,23,Raleigh,Reallocate Falls Lake
0,0,572,33,Durham,Western JL WTP (Large)
0,0,572,49,Raleigh,Neuse River Intake
0,0,573,16,Durham,Western JL WTP (Small)
0,0,573,23,Raleigh,Reallocate Falls Lake
0,0,573,33,Durham,Western JL WTP (Large)
0,0,574,16,Durham,Western JL WTP (Small)
0,0,574,23,Raleigh,Reallocate Falls Lake
0,0,574,33,Durham,Western JL WTP (Large)
0,0,574,39,Raleigh,Neuse River Intake
0,0,575,16,Durham,Western JL WTP (Small)
0,0,575,23,Raleigh,Reallocate Falls Lake
0,0,575,33,Durham,Western JL WTP (Large)
0,0,575,48,Raleigh,Neuse River Intake
0,0,576,16,Durham,Western JL WTP (Small)
0,0,576,23,Raleigh,Reallocate Falls Lake
0,0,576,33,Durham,Western JL WTP (Large)
0,0,576,48,Raleigh,Neuse River Intake
0,0,577,16,Durham,Western JL WTP (Small)
0,0,577,23,Raleigh,Reallocate Falls Lake
0,0,577,33,Durham,Western JL WTP (Large)
0,0,578,16,Durham,Western JL WTP (Small)
0,0,578,21,Raleigh,Reallocate Falls Lake
0,0,578,33,Durham,Western JL WTP (Large)
0,0,578,41,Raleigh,Neuse River Intake
0,0,579,16,Durham,Western JL WTP (Small)
0,0,579,23,Raleigh,Reallocate Falls Lake
0,0,579,33,Durham,Western JL WTP (Large)
0,0,580,16,Durham,Western JL WTP (Small)
0,0,580,23,Raleigh,Reallocate Falls Lake
0,0,580,33,Durham,Western JL WTP (Large)
0,0,580,52,Raleigh,Neuse River Intake
0,0,581,16,Durham,Western JL WTP (Small)
0,0,581,23,Raleigh,Reallocate Falls Lake
0,0,581,33,Durham,Western JL WTP (Large)
0,0,581,48,Raleigh,Neuse River Intake
0,0,582,16,Durham,Western JL WTP (Small)
0,0,582,23,Raleigh,Reallocate Falls Lake
0,0,582,33,Durham,Western JL WTP (Large)
0,0,582,52,Raleigh,Neuse River Intake
0,0,583,16,Durham,Western JL WTP (Small)
0,0,583,23,Raleigh,Reallocate Falls Lake
0,0,583,33,Durham,Western JL WTP (Large)
0,0,583,48,Raleigh,Neuse River Intake
0,0,584,16,Durham,Western JL WTP (Small)
0,0,584,23,Raleigh,Reallocate Falls Lake
0,0,584,33,Durham,Western JL WTP (Large)
0,0,584,48,Raleigh,Neuse River Intake
0,0,585,16,Durham,Western JL WTP (Small)
0,0,585,23,Raleigh,Reallocate Falls Lake
0,0,585,33,Durham,Western JL WTP (Large)
0,0,585,48,Raleigh,Neuse River Intake
0,0,586,16,Durham,Western JL WTP (Small)
0,0,586,23,Raleigh,Reallocate Falls Lake
0,0,586,33,Durham,Western JL WTP (Large)
0,0,586,44,Raleigh,Neuse River Intake
0,0,587,16,Durham,Western JL WTP (Small)
0,0,587,21,Raleigh,Reallocate Falls Lake
0,0,587,33,Durham,Western JL WTP (Large)
0,0,587,48,Raleigh,Neuse River Intake
0,0,588,16,Durham,Western JL WTP (Small)
0,0,588,23,Raleigh,Reallocate Falls Lake
0,0,588,33,Durham,Western JL WTP (Large)
0,0,588,49,Raleigh,Neuse River Intake
0,0,589,16,Durham,Western JL WTP (Small)
0,0,589,23,Raleigh,Reallocate Falls Lake
0,0,589,33,Durham,Western JL WTP (Large)
0,0,589,48,Raleigh,Neuse River Intake
0,0,590,16,Durham,Western JL WTP (Small)
0,0,590,23,Raleigh,Reallocate Falls Lake
0,0,590,33,Durham,Western JL WTP (Large)
0,0,591,16,Durham,Western JL WTP (Small)
0,0,591,23,Raleigh,Reallocate Falls Lake
0,0,591,33,Durham,Western JL WTP (Large)
0,0,592,16,Durham,Western JL WTP (Small)
0,0,592,23,Raleigh,Reallocate Falls Lake
0,0,592,33,Durham,Western JL WTP (Large)
0,0,593,16,Durham,Western JL WTP (Small)
0,0,593,23,Raleigh,Reallocate Falls Lake
0,0,593,33,Durham,Western JL WTP (Large)
0,0,594,16,Durham,Western JL WTP (Small)
0,0,594,23,Raleigh,Reallocate Falls Lake
0,0,594,33,Durham,Western JL WTP (Large)
0,0,595,16,Durham,Western JL WTP (Small)
0,0,595,23,Raleigh,Reallocate Falls Lake
0,0,595,33,Durham,Western JL WTP (Large)
0,0,595,48,Raleigh,Neuse River Intake
0,0,596,16,Durham,Western JL WTP (Small)
0,0,596,23,Raleigh,Reallocate Falls Lake
0,0,596,33,Durham,Western JL WTP (Large)
0,0,597,16,Durham,Western JL WTP (Small)
0,0,597,23,Raleigh,Reallocate Falls Lake
0,0,597,33,Durham,Western JL WTP (Large)
0,0,597,49,Raleigh,Neuse River Intake
0,0,598,16,Durham,Western JL WTP (Small)
0,0,598,23,Raleigh,Reallocate Falls Lake
0,0,598,33,Durham,Western JL WTP (Large)
0,0,599,16,Durham,Western JL WTP (Small)
0,0,599,23,Raleigh,Reallocate Falls Lake
0,0,599,33,Durham,Western JL WTP (Large)
0,0,599,37,Raleigh,Neuse River Intake
0,0,600,16,Durham,Western JL WTP (Small)
0,0,600,23,Raleigh,Reallocate Falls Lake
0,0,600,33,Durham,Western JL WTP (Large)
0,0,601,16,Durham,Western JL WTP (Small)
0,0,601,23,Raleigh,Reallocate Falls Lake
0,0,601,33,Durham,Western JL WTP (Large)
0,0,601,48,Raleigh,Neuse River Intake
0,0,602,16,Durham,Western JL WTP (Small)
0,0,602,23,Raleigh,Reallocate Falls Lake
0,0,602,33,Durham,Western JL WTP (Large)
0,0,602,49,Raleigh,Neuse River Intake
0,0,603,16,Durham,Western JL WTP (Small)
